CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcelId,lat,lng
09090225W6,2014,225 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15235100,-84.449967550279,38.0135388855225
09090226W,2014,226 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14570850,-84.449555200783,38.0137742592299
09090227W2,2014,227 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11958825,-84.449905566795,38.0134769905814
09090235W,2014,235 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11015700,-84.4496928355503,38.0132622558848
09090241W7,2014,241 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,12270300,-84.4495216078739,38.0130820473879
09090243W2,2014,243 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,12417990,-84.4494809036468,38.0130416871337
09090249W6,2014,249 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,10793750,-84.4493316494738,38.0128955023561
09090263W2,2014,263 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11164100,-84.4485726797982,38.0140654643524
09090271W4,2014,271 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11164100,-84.4485726797982,38.0140654643524
09090289W,2014,289 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11164100,-84.4485726797982,38.0140654643524
09090291W2,2014,291 HEDGEWOOD CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,11164100,-84.4485726797982,38.0140654643524
14380272W5,2014,272 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380273W3,2014,273 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380279W3,2014,279 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380281W3,2014,281 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380285W9,2014,285 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380287W5,2014,287 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380289W4,2014,289 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
14380291W5,2014,291 OSAGE CT,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,14316700,-84.4493208234366,38.0149087288143
21012454W8,2014,2454 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012460W5,2014,2460 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,17165100,-84.527367936849,38.0107247541868
21012462W5,2014,2462 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012466W7,2014,2466 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012468W5,2014,2468 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012472W3,2014,2472 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012474W11,2014,2474 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012476W2,2014,2476 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012478W5,2014,2478 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012498W5,2014,2498 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,12536700,-84.4479502584227,38.014467356184
21012502W2,2014,2502 WOODHILL DR,2014-07-09,Nuisance,Invalid Nuisance,2014-07-15,True,16428900,-84.4478305006614,38.0143901188109
12300833W3,2014,833 MALABU DR,2014-07-15,Nuisance,Invalid Nuisance,2014-07-15,True,10560950,-84.5072072975063,38.0844779204618
12300835W,2014,835 MALABU DR,2014-07-15,Nuisance,Invalid Nuisance,2014-07-15,True,20034070,-84.4962094882945,37.957657324822
34382120W6,2014,2120 ALLEGHENY WAY,2014-07-14,Nuisance,Invalid Nuisance,2014-07-15,True,19998070,-84.4277835477996,38.0468990080194
14871851W5,2014,1851 PENSACOLA DR,2014-07-14,Nuisance,Invalid Nuisance,2014-07-15,True,14961900,-84.5332171127769,38.0538098177785
21012420W6,2014,2420 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,15647700,-84.4547509568734,38.0909872574898
21012424W4,2014,2424 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,20036750,-84.5473277424653,38.0760495718775
21012426W4,2014,2426 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012428W2,2014,2428 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,12661600,-84.4543542233299,38.0912509210071
21012442W8,2014,2442 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
21012444W5,2014,2444 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,13934200,-84.4537365496153,38.0923264338874
21012446W,2014,2446 WOODHILL DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,15575029,-84.4550604513607,38.0182526614291
13253225W3,2014,3225 MIRROR LAKE DR,2014-07-10,Nuisance,Invalid Nuisance,2014-07-15,True,10276633,-84.4630649284328,37.9763362981906
03740914-3,2013,914 CHARLES AVE,2013-12-13,Housing,Closed Out,2014-07-15,True,14912000,-84.5031194334639,38.0615018266976
08880530CONDEM,2014,530 HARRY ST,2014-01-08,Housing,Closed Out,2014-07-15,True,15442425,-84.4879533151631,38.0532984766911
04522788,2014,2788 COLUMBUS LN,2014-01-14,Housing,Closed Out,2014-07-15,True,38031700,-84.5547379825972,38.0812281818562
08880532CONDEM,2014,532 HARRY ST,2014-01-14,Housing,Closed Out,2014-07-15,True,15442475,-84.4879167593626,38.0533335632593
02500734#5CONDEM,2013,734 N BROADWAY #5,2013-12-09,Housing,Closed Out,2014-07-15,True,13092900,-84.4858577884951,38.058344677938
02500734EMER#4,2013,734 N BROADWAY #4,2013-12-03,Housing,Closed Out,2014-07-15,True,13092900,-84.4858577884951,38.058344677938
02500450,2014,450 N BROADWAY,2014-03-11,Housing,Closed Out,2014-07-15,True,17062800,-84.4852752131051,38.0587522080429
09510534#21-2,2014,534 HOLLOW CREEK RD #21,2014-03-25,Housing,Closed Out,2014-07-15,True,15751100,-84.4830669063967,38.0787362551053
32011820,2014,1820 KILKENNY CT,2014-07-08,Housing,Invalid Complaint,2014-07-15,True,23996929,-84.5724956099093,37.9919893238958
13973401-4,2014,3401 NICHOLASVILLE RD,2014-07-09,Housing,Invalid Complaint,2014-07-15,True,26745000,-84.525214712094,38.1222834699515
17310308-3,2014,308 W SIXTH ST,2014-07-03,Housing,Invalid Complaint,2014-07-15,True,13354100,-84.4820829047851,38.0497436697806
15810845-2,2014,845 RED MILE RD,2014-07-14,Housing,Invalid Complaint,2014-07-15,True,10039190,-84.5240013017204,38.0461554006771
00931824#4-4,2014,1824 AUGUSTA DR#4,2014-07-15,Housing,Invalid Complaint,2014-07-15,True,12167500,-84.4376933719487,38.0563483973013
15430471-9,2014,471 PRICE RD,2014-06-17,Housing,Invalid Complaint,2014-07-15,True,23001326,-84.5451455066367,37.985000591637
00280746S,2012,746 ALLENDALE DR,2012-06-12,Housing,Closed Out,2014-07-15,True,24188450,-84.5358303752211,38.0288735779203
16290405-2,2014,405 ROOSEVELT BLVD,2014-04-04,Housing,Closed Out,2014-07-15,True,42953600,-84.4706427289025,38.032806152367
06300950,2014,950 EFFIE RD,2014-04-08,Housing,Closed Out,2014-07-15,True,20039850,-84.4380516617706,37.9693525112914
16290388-3,2014,388 ROOSEVELT BLVD,2014-04-15,Housing,Closed Out,2014-07-15,True,16392600,-84.5058645005622,38.0675938502377
10300533-2,2014,533 JUDY LN,2014-05-12,Housing,Closed Out,2014-07-15,True,26085000,-84.454758261374,38.0805861064743
03981917-3,2014,1917 CHRIS DR,2014-05-08,Housing,Closed Out,2014-07-15,True,16451700,-84.4766934492275,38.091653248259
14820177S,2014,177 PENMOKEN PARK,2014-05-07,Housing,Closed Out,2014-07-15,True,26896500,-84.4509096819917,38.073673163973
05270640S,2014,640 DARTMOOR DR,2014-04-22,Housing,Closed Out,2014-07-15,True,14680300,-84.4541394655208,38.0520224972355
04813500S2,2014,3500 CREEKWOOD DR,2014-06-05,Housing,Closed Out,2014-07-15,True,12868814,-84.5095990303929,37.9884905320902
07280136S,2014,136 FOREST AVE,2014-05-28,Housing,Closed Out,2014-07-15,True,15172400,-84.4779774298725,38.0580534883011
07861849-2,2014,1849 GERALD DR,2014-05-19,Housing,Closed Out,2014-07-15,True,10023770,-84.4735802798405,38.0869033407427
07861857,2014,1857 GERALD DR,2014-05-19,Housing,Closed Out,2014-07-15,True,10023770,-84.4735802798405,38.0869033407427
07861893-2,2014,1893 GERALD DR,2014-05-19,Housing,Closed Out,2014-07-15,True,14243725,-84.5369092136801,38.0556362856341
00690416,2014,416 ASH ST,2014-05-19,Housing,Closed Out,2014-07-15,True,13388400,-84.5009960102222,38.0650607746123
05111365S,2014,1365 DALE DR,2014-05-20,Housing,Closed Out,2014-07-15,True,20109360,-84.5688571438012,37.9816739532052
05111341S,2014,1341 DALE DR,2014-05-20,Housing,Closed Out,2014-07-15,True,20086290,-84.5702684923959,37.984124330876
